tm,DVm,PVm
2.780000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.432500000000001050e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.447499999999999676e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.457500000000001350e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.464999999999999969e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.487500000000000822e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.505000000000000560e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.505000000000000560e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.505000000000000560e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.505000000000000560e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.505000000000000560e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.512500000000000844e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.505000000000000560e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.512500000000000844e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.560000000000000608e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.602500000000000924e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.610000000000001208e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.642499999999999849e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.650000000000000133e-01
3.240000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
3.250000000000000000e+02,1.000000000000000000e+00,2.642499999999999849e-01
3.260000000000000000e+02,1.000000000000000000e+00,2.650000000000000133e-01
3.270000000000000000e+02,1.000000000000000000e+00,2.665000000000000702e-01
3.280000000000000000e+02,1.000000000000000000e+00,2.665000000000000702e-01
3.290000000000000000e+02,1.000000000000000000e+00,2.665000000000000702e-01
3.300000000000000000e+02,1.000000000000000000e+00,2.665000000000000702e-01
3.310000000000000000e+02,1.000000000000000000e+00,2.665000000000000702e-01
3.320000000000000000e+02,1.000000000000000000e+00,2.665000000000000702e-01
3.330000000000000000e+02,1.000000000000000000e+00,2.675000000000000711e-01
3.340000000000000000e+02,1.000000000000000000e+00,2.682500000000000995e-01
3.350000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
3.360000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.370000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.380000000000000000e+02,1.000000000000000000e+00,2.682500000000000995e-01
3.390000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.400000000000000000e+02,1.000000000000000000e+00,2.665000000000000702e-01
3.410000000000000000e+02,1.000000000000000000e+00,2.705000000000000182e-01
3.420000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.430000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.440000000000000000e+02,1.000000000000000000e+00,2.682500000000000995e-01
3.450000000000000000e+02,1.000000000000000000e+00,2.722499999999999920e-01
3.460000000000000000e+02,1.000000000000000000e+00,2.705000000000000182e-01
3.470000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.480000000000000000e+02,1.000000000000000000e+00,2.705000000000000182e-01
3.490000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.500000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.510000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
3.520000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.530000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.540000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
3.550000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.560000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.570000000000000000e+02,1.000000000000000000e+00,2.722499999999999920e-01
3.580000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.590000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.600000000000000000e+02,1.000000000000000000e+00,2.722499999999999920e-01
3.610000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
3.620000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
3.630000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
3.640000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.650000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.660000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.670000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.680000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.690000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.700000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.710000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
3.720000000000000000e+02,1.000000000000000000e+00,2.762500000000001066e-01
3.730000000000000000e+02,1.000000000000000000e+00,2.755000000000000782e-01
3.740000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.750000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.760000000000000000e+02,1.000000000000000000e+00,2.777499999999999969e-01
3.770000000000000000e+02,1.000000000000000000e+00,2.777499999999999969e-01
3.780000000000000000e+02,1.000000000000000000e+00,2.770000000000001350e-01
3.790000000000000000e+02,1.000000000000000000e+00,2.777499999999999969e-01
3.800000000000000000e+02,1.000000000000000000e+00,2.810000000000000275e-01
3.810000000000000000e+02,1.000000000000000000e+00,2.810000000000000275e-01
3.820000000000000000e+02,1.000000000000000000e+00,2.802499999999999991e-01
3.830000000000000000e+02,1.000000000000000000e+00,2.810000000000000275e-01
3.840000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.850000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.860000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
