tm,DVm,PVm
3.870000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.880000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.890000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.900000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.910000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
3.920000000000000000e+02,1.000000000000000000e+00,2.835000000000000853e-01
3.930000000000000000e+02,1.000000000000000000e+00,2.850000000000001421e-01
3.940000000000000000e+02,1.000000000000000000e+00,2.835000000000000853e-01
3.950000000000000000e+02,1.000000000000000000e+00,2.835000000000000853e-01
3.960000000000000000e+02,1.000000000000000000e+00,2.842500000000001137e-01
3.970000000000000000e+02,1.000000000000000000e+00,2.850000000000001421e-01
3.980000000000000000e+02,1.000000000000000000e+00,2.892500000000000071e-01
3.990000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
4.000000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
4.010000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.020000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.030000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.040000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.050000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.060000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.070000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.080000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.090000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.100000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.110000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.120000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.130000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.140000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.150000000000000000e+02,1.000000000000000000e+00,2.922500000000001208e-01
4.160000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.170000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.180000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.190000000000000000e+02,1.000000000000000000e+00,2.915000000000000924e-01
4.200000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.210000000000000000e+02,1.000000000000000000e+00,2.915000000000000924e-01
4.220000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.230000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
4.240000000000000000e+02,1.000000000000000000e+00,2.922500000000001208e-01
4.250000000000000000e+02,1.000000000000000000e+00,2.954999999999999849e-01
4.260000000000000000e+02,1.000000000000000000e+00,2.954999999999999849e-01
4.270000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
4.280000000000000000e+02,1.000000000000000000e+00,2.987500000000000711e-01
4.290000000000000000e+02,1.000000000000000000e+00,2.987500000000000711e-01
4.300000000000000000e+02,1.000000000000000000e+00,2.987500000000000711e-01
4.310000000000000000e+02,1.000000000000000000e+00,2.987500000000000711e-01
4.320000000000000000e+02,1.000000000000000000e+00,2.987500000000000711e-01
4.330000000000000000e+02,1.000000000000000000e+00,2.987500000000000711e-01
4.340000000000000000e+02,1.000000000000000000e+00,3.005000000000001004e-01
4.350000000000000000e+02,1.000000000000000000e+00,3.020000000000001572e-01
4.360000000000000000e+02,1.000000000000000000e+00,3.052500000000000213e-01
4.370000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.380000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.390000000000000000e+02,1.000000000000000000e+00,3.020000000000001572e-01
4.400000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.410000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.420000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.430000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.440000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.450000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.460000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.470000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.480000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.490000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.500000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.510000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.520000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.530000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.540000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.550000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.560000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.570000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.580000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.590000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.600000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.610000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.620000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.630000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.640000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.650000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.660000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.670000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.680000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.690000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.700000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.710000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.720000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.730000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.740000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.750000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.760000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.770000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.780000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.790000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.800000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.810000000000000000e+02,1.000000000000000000e+00,3.077500000000000790e-01
4.820000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.830000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.840000000000000000e+02,1.000000000000000000e+00,3.067500000000000782e-01
4.850000000000000000e+02,1.000000000000000000e+00,3.044999999999999929e-01
4.860000000000000000e+02,1.000000000000000000e+00,3.060000000000000497e-01
4.870000000000000000e+02,1.000000000000000000e+00,3.052500000000000213e-01
4.880000000000000000e+02,1.000000000000000000e+00,3.027499999999999636e-01
4.890000000000000000e+02,1.000000000000000000e+00,3.037500000000001310e-01
4.900000000000000000e+02,1.000000000000000000e+00,3.044999999999999929e-01
4.910000000000000000e+02,1.000000000000000000e+00,3.037500000000001310e-01
