tm,MVm,PVm
3.440000000000000000e+02,1.000000000000000000e+00,3.254999999999999005e-01
3.450000000000000000e+02,1.000000000000000000e+00,3.297499999999999321e-01
3.460000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.470000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.480000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.490000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.500000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.510000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.520000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.530000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.540000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.550000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.560000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.570000000000000000e+02,1.000000000000000000e+00,3.327499999999998792e-01
3.580000000000000000e+02,1.000000000000000000e+00,3.319999999999998508e-01
3.590000000000000000e+02,1.000000000000000000e+00,3.344999999999999085e-01
3.600000000000000000e+02,1.000000000000000000e+00,3.337499999999998801e-01
3.610000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.620000000000000000e+02,1.000000000000000000e+00,3.312499999999999889e-01
3.630000000000000000e+02,1.000000000000000000e+00,3.327499999999998792e-01
3.640000000000000000e+02,1.000000000000000000e+00,3.312499999999999889e-01
3.650000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.660000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.670000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.680000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.690000000000000000e+02,1.000000000000000000e+00,3.312499999999999889e-01
3.700000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.710000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.720000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.730000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.740000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.750000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.760000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.770000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.780000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.790000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.800000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.810000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.820000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.830000000000000000e+02,1.000000000000000000e+00,3.297499999999999321e-01
3.840000000000000000e+02,1.000000000000000000e+00,3.272499999999999298e-01
3.850000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
3.860000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
