t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV
2.900000000000000000e+01,6.500000000000000000e+01,1.286320837305208613e+02,-6.385663388509916416e+01,2.245501545783052944e-01,0.000000000000000000e+00,6.550000000000000000e+01,1.973999999999999844e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,6.499999999999998579e+01,1.280979907255208730e+02,-6.282487133504067600e+01,-2.731193904801972328e-01,0.000000000000000000e+00,6.550000000000000000e+01,1.992999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.100000000000000000e+01,6.500000000000000000e+01,1.275357875623630122e+02,-6.179875620662924973e+01,-7.370313557337611066e-01,0.000000000000000000e+00,6.550000000000000000e+01,2.012999999999999901e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,6.500000000000000000e+01,1.271984656644682730e+02,-6.125053000582941110e+01,-9.479356586388634209e-01,0.000000000000000000e+00,6.550000000000000000e+01,2.025000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.300000000000000000e+01,6.500000000000000000e+01,1.269173640828893355e+02,-6.083294587885565363e+01,-1.084418204033679167e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.035000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.400000000000000000e+01,6.500000000000001421e+01,1.262708304452577863e+02,-5.974355720569773354e+01,-1.527273239560051898e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.057999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.500000000000000000e+01,6.500000000000000000e+01,1.256524069657841380e+02,-5.875919127929839192e+01,-1.893215686485742566e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.080000000000000071e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.600000000000000000e+01,6.500000000000000000e+01,1.253713053842052005e+02,-5.845283688733827887e+01,-1.918468496866922113e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.089999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.700000000000000000e+01,6.500000000000000000e+01,1.247528819047315238e+02,-5.751450234161657704e+01,-2.238379563114943238e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.112000000000000099e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.800000000000000000e+01,6.500000000000000000e+01,1.244717803231526005e+02,-5.724876288428194471e+01,-2.223017438870654061e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.121999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
