t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV
0.000000000000000000e+00,6.500000000000000000e+01,1.534252432257829355e+02,-2.237971597698654875e+02,1.353719165440825520e+02,0.000000000000000000e+00,7.000000000000000000e+01,1.541999999999999993e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,6.500000000000001421e+01,1.531441416442040122e+02,-2.073390156067889620e+02,1.191948739625849640e+02,0.000000000000000000e+00,7.000000000000000000e+01,1.551999999999999957e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,6.500000000000001421e+01,1.531441416442040122e+02,-1.933135270158148273e+02,1.051693853716108293e+02,0.000000000000000000e+00,7.000000000000000000e+01,1.551999999999999957e+01,5.000000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,6.500000000000000000e+01,1.530598111697303523e+02,-1.807796594976291829e+02,9.271984832789883058e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.555000000000000071e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,6.500000000000000000e+01,1.526100486392040239e+02,-1.690228467645791852e+02,8.141279812537516136e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.571000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,6.500000000000000000e+01,1.526100486392040239e+02,-1.594431204449292636e+02,7.183307180572523976e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.571000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+00,6.500000000000000000e+01,1.525257181647303355e+02,-1.508318887754146544e+02,6.330617061068431184e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.574000000000000021e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+00,6.500000000000000000e+01,1.525257181647303355e+02,-1.433827431526160865e+02,5.585702498788575809e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.574000000000000021e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.000000000000000000e+00,6.500000000000001421e+01,1.520759556342040639e+02,-1.359635255778003966e+02,4.888756994359634689e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.590000000000000036e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.000000000000000000e+00,6.500000000000000000e+01,1.516261931036777639e+02,-1.293643937076742247e+02,4.273820060399646792e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.605999999999999872e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+01,6.500000000000000000e+01,1.516261931036777639e+02,-1.243354513962936778e+02,3.770925829261591389e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.605999999999999872e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+01,6.500000000000000000e+01,1.513450915220988406e+02,-1.193691311140001403e+02,3.302403959190129967e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.616000000000000014e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+01,6.500000000000000000e+01,1.508109985170988523e+02,-1.144779000348054723e+02,2.866690151770661643e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.635000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,6.500000000000000000e+01,1.506985578844672773e+02,-1.108930566163816849e+02,2.519449873191441114e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.639000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.400000000000000000e+01,6.500000000000000000e+01,1.501644648794672889e+02,-1.069231162970462350e+02,2.175865141757894961e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.657999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,6.500000000000000000e+01,1.497990328234146773e+02,-1.036749429743664024e+02,1.887591015095172153e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.671000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+01,6.500000000000000000e+01,1.494336007673620657e+02,-1.007659776511723635e+02,1.633237688381029429e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.683999999999999986e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+01,6.500000000000000000e+01,1.488995077623620773e+02,-9.783883040456102265e+01,1.393932264219894179e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.703000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+01,6.500000000000000000e+01,1.488995077623620773e+02,-9.619861045059354865e+01,1.229910268823147845e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.703000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,6.500000000000000000e+01,1.479999827013094773e+02,-9.305818850068553161e+01,1.005820579937604720e+01,0.000000000000000000e+00,7.000000000000000000e+01,1.735000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+01,6.500000000000000000e+01,1.479999827013094773e+02,-9.187465395767236487e+01,8.874671256362892890e+00,0.000000000000000000e+00,7.000000000000000000e+01,1.735000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.100000000000000000e+01,6.500000000000000000e+01,1.470723474820990191e+02,-8.908426727166741443e+01,7.011919789568400674e+00,0.000000000000000000e+00,7.000000000000000000e+01,1.767999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
2.200000000000000000e+01,6.500000000000000000e+01,1.469036865331516708e+02,-8.794170899402419650e+01,6.038022460872529251e+00,0.000000000000000000e+00,7.000000000000000000e+01,1.773999999999999844e+01,5.000000000000000000e+01,1.000000000000000000e+00
